|phish_id|url|phish_detail_url|submission_time|verified|verification_time|online|target
224|6314970|http://southcountyclassified.com/wp-includes/chtayd_ikfdn/34a96f3a1df58beeebd707e3b35a5905/view/login.php?userid=|http://www.phishtank.com/phish_detail.php?phish_id=6314970|2019-12-10T15:01:24+00:00|yes|2019-12-10T15:14:12+00:00|yes|Other
225|5572341|https://drive.google.com/file/d/1wGUuehObhMvSU4DZvy5Jh2A58EBdqPNv/view?usp=drive_web|http://www.phishtank.com/phish_detail.php?phish_id=5572341|2018-04-07T00:49:38+00:00|yes|2018-05-14T14:58:19+00:00|yes|Other
226|6443244|https://tinyurl.com/yx3p9jra|http://www.phishtank.com/phish_detail.php?phish_id=6443244|2020-03-10T17:57:15+00:00|yes|2020-03-24T09:33:21+00:00|yes|Other
227|6537049|https://dipelnet.com.br/khi/daum/daaum|http://www.phishtank.com/phish_detail.php?phish_id=6537049|2020-04-29T14:06:26+00:00|yes|2020-04-29T14:18:02+00:00|yes|Other
228|6501779|http://rohtolab.com/public/templates/mmp/web/-/DFHS6545TE1H87TRH132HF/1878DFE4RH8EQ4RH65E4FB65E44B6/ad727c4ffc776a032ccddabf320ecd1e/conalation.php?inc=erorr-log-of-system=505ab67305282fa6c95196cd561d3ffb754&amp;dispatch=9efb28261608faac4a23762cb05f62f1b9f3f65f|http://www.phishtank.com/phish_detail.php?phish_id=6501779|2020-04-13T02:01:30+00:00|yes|2020-04-13T02:04:50+00:00|yes|Other
229|6448045|http://evanssupport.com/wbmEdu.php|http://www.phishtank.com/phish_detail.php?phish_id=6448045|2020-03-13T07:50:20+00:00|yes|2020-04-06T06:43:06+00:00|yes|Other
230|6121701|http://cheaproomsvalencia.com/Paypal/Support/ID-NUMB523/myaccount/signin/|http://www.phishtank.com/phish_detail.php?phish_id=6121701|2019-07-15T23:12:16+00:00|yes|2019-07-20T18:22:10+00:00|yes|Other
231|6538439|https://t.co/pZxSW4x9a2|http://www.phishtank.com/phish_detail.php?phish_id=6538439|2020-04-30T03:25:40+00:00|yes|2020-04-30T03:27:27+00:00|yes|Steam
232|5852427|http://tasche.com.br/ad/|http://www.phishtank.com/phish_detail.php?phish_id=5852427|2018-11-23T08:34:30+00:00|yes|2018-11-24T21:21:47+00:00|yes|Other
233|6530427|http://g4x.papernom.com/dja:5wefw54175308cmxgjpy75t14mdec462b4phv4z4|http://www.phishtank.com/phish_detail.php?phish_id=6530427|2020-04-26T16:56:38+00:00|yes|2020-04-26T16:57:53+00:00|yes|Other
234|6421420|http://179.185.89.94/|http://www.phishtank.com/phish_detail.php?phish_id=6421420|2020-02-27T04:02:18+00:00|yes|2020-03-24T20:12:36+00:00|yes|Other
235|6546083|https://sms-vocale-profixe.firebaseapp.com/|http://www.phishtank.com/phish_detail.php?phish_id=6546083|2020-05-04T14:38:07+00:00|yes|2020-05-06T22:18:22+00:00|yes|Other
236|6521868|https://pg-series-atendimento.joomla.com/data/netflix/index.php?q=f72m72n2f72m-lzqe-f72mlzqelzqe-udavlzqe&s=f72m72n2f72m-lzqe-f72mlzqelzqe-udavlzqe&n=f72m72n2f72m-lzqe-f72mlzqelzqe-udavlzqe|http://www.phishtank.com/phish_detail.php?phish_id=6521868|2020-04-22T14:09:53+00:00|yes|2020-04-22T14:26:57+00:00|yes|Other
237|6524088|https://touchbase.tools/https/34.237.113.1138176/sucursalpersonas.transaccionesbancolombia.com/mua/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6524088|2020-04-23T14:08:55+00:00|yes|2020-04-23T14:28:31+00:00|yes|Other
238|6226355|https://www.evernote.com/shard/s430/client/snv?noteGuid=1e315989-372f-4f18-9094-04b8976afbff&amp;noteKey=9f2538feedc6675daabd34267b45ad36&amp;sn=https%3A%2F%2Fwww.evernote.com%2Fshard%2Fs430%2Fsh%2F1e315989-372f-4f18-9094-04b8976afbff%2F9f2538feedc6675daabd34267b45ad36&amp;title=Secured%2BMicrosoft%2BAzure%2Bfor%2BOne%2BDrive%2BCloud%2Bcopy|http://www.phishtank.com/phish_detail.php?phish_id=6226355|2019-10-04T23:03:24+00:00|yes|2019-10-22T09:04:20+00:00|yes|Microsoft
239|6549397|http://snip.ly/ed0zqu/?asdasd?idtrack=LpELYXku|http://www.phishtank.com/phish_detail.php?phish_id=6549397|2020-05-06T00:09:37+00:00|yes|2020-05-06T00:11:02+00:00|yes|eBay, Inc.
240|6540383|https://8s8cyak8emzp3qvvwmgx5qnqjjr17xltp4haci3m.s3.ap-northeast-2.amazonaws.com/DbQcEeE7zkSVSRIpJCT7%20VDQGGHOi0x5V5ajFZdYA/Emyq6V6ddRdjhVDnsrNBR1E0pCvuriOTZy0OXgaq/AuPbLoqTCGbeDbkjtdLK.html?7cvUR=rFt&amp;buylocalRequestId=02972&amp;buylocal=2765952&amp;utm_source=CycleOps-BuyLocalNow&amp;utm_medium=referral&amp;utm_campaign=BuyLocalNow|http://www.phishtank.com/phish_detail.php?phish_id=6540383|2020-05-01T02:06:55+00:00|yes|2020-05-01T02:16:46+00:00|yes|Other
241|6493905|http://srvservkl.regenoptions.com/adobe/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6493905|2020-04-08T14:09:14+00:00|yes|2020-04-08T14:51:53+00:00|yes|Other
242|6322014|https://nsp.biz.ua/registraciya-v-nsp/|http://www.phishtank.com/phish_detail.php?phish_id=6322014|2019-12-15T18:24:52+00:00|yes|2019-12-15T18:26:32+00:00|yes|eBay, Inc.
243|5953048|http://sedanepal.org.np/css/barm/verification.php|http://www.phishtank.com/phish_detail.php?phish_id=5953048|2019-03-01T08:36:46+00:00|yes|2019-03-02T01:11:48+00:00|yes|Other
244|6470045|http://meljackson.net/SharePoint|http://www.phishtank.com/phish_detail.php?phish_id=6470045|2020-03-26T14:03:16+00:00|yes|2020-03-26T14:09:13+00:00|yes|Other
245|6440302|https://lmy.de/akpartihaber|http://www.phishtank.com/phish_detail.php?phish_id=6440302|2020-03-09T08:40:23+00:00|yes|2020-03-24T16:19:44+00:00|yes|Other
246|6541396|http://591860.playcode.io|http://www.phishtank.com/phish_detail.php?phish_id=6541396|2020-05-01T14:28:29+00:00|yes|2020-05-01T14:29:49+00:00|yes|Microsoft
247|6555658|https://orthodoxhospital.co.ke/txkfzh/bankofamerica/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6555658|2020-05-09T02:05:15+00:00|yes|2020-05-09T02:14:27+00:00|yes|Other
248|6457189|http://preparedplans.com/wp/mail.ru/|http://www.phishtank.com/phish_detail.php?phish_id=6457189|2020-03-19T14:07:37+00:00|yes|2020-03-19T14:30:14+00:00|yes|Other
249|6541177|https://secure.runescape.rs-d.xyz/|http://www.phishtank.com/phish_detail.php?phish_id=6541177|2020-05-01T13:25:10+00:00|yes|2020-05-01T13:25:52+00:00|yes|RuneScape
250|6324191|http://www.davinci-studia.ru/templates/beez5/cgi/bante/?email=nobody@mycraftmail.com|http://www.phishtank.com/phish_detail.php?phish_id=6324191|2019-12-17T14:04:11+00:00|yes|2019-12-17T14:19:28+00:00|yes|Other
251|6532605|https://polish-books.pl/modules/payu/upgrade/console/onedrive/login.php?cmd=login_submit&id=f9ce5c31358accc37995449e8cd0e998f9ce5c31358accc37995449e8cd0e998&session=f9ce5c31358accc37995449e8cd0e998f9ce5c31358accc37995449e8cd0e998&email=|http://www.phishtank.com/phish_detail.php?phish_id=6532605|2020-04-27T16:00:41+00:00|yes|2020-04-27T16:03:01+00:00|yes|Other
252|6536238|https://www.chase-verification.renser.us/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=69&amp;id=6805809046|http://www.phishtank.com/phish_detail.php?phish_id=6536238|2020-04-29T02:11:57+00:00|yes|2020-04-29T02:29:54+00:00|yes|Other
253|6517933|https://forms.gle/uGjm1KN5rRTUdArS6|http://www.phishtank.com/phish_detail.php?phish_id=6517933|2020-04-20T19:22:08+00:00|yes|2020-05-09T04:39:02+00:00|yes|Other
254|6423153|http://icloud.com.support-careplus.com/?page=ipadp|http://www.phishtank.com/phish_detail.php?phish_id=6423153|2020-02-28T03:07:31+00:00|yes|2020-02-28T03:34:07+00:00|yes|Other
255|6551736|https://theaquaticmall.com/theaquaticmall_new/wp-content/plugins/revslider/Amile-A80050X001/|http://www.phishtank.com/phish_detail.php?phish_id=6551736|2020-05-07T02:12:11+00:00|yes|2020-05-07T02:26:31+00:00|yes|Other
256|6310460|http://mms.tucsonhispanicchamber.net/ct.php?lid=57174615&amp;mm=30935895059|http://www.phishtank.com/phish_detail.php?phish_id=6310460|2019-12-06T22:00:39+00:00|yes|2019-12-26T09:07:15+00:00|yes|Other
257|6246061|http://www.nonaisazeh.com/Eharmoney.newphotos/|http://www.phishtank.com/phish_detail.php?phish_id=6246061|2019-10-19T13:53:44+00:00|yes|2019-10-29T05:58:53+00:00|yes|Other
258|6283125|http://sattvagroupexotic.in/image|http://www.phishtank.com/phish_detail.php?phish_id=6283125|2019-11-16T22:01:00+00:00|yes|2019-11-16T23:11:51+00:00|yes|Other
259|6555601|https://atagucsea.com/wp-content/themes/twentyfifteen/cloud9/gucemail/|http://www.phishtank.com/phish_detail.php?phish_id=6555601|2020-05-09T02:01:44+00:00|yes|2020-05-09T02:05:34+00:00|yes|Other
260|6415936|https://steampoweroesd.me/spirit?agency=49|http://www.phishtank.com/phish_detail.php?phish_id=6415936|2020-02-24T01:48:10+00:00|yes|2020-02-24T01:49:29+00:00|yes|Steam
261|6484652|http://www.mtmonly.com/wp-includes/random_compat/WeTransfer/WeTransfer/sign-in/wt.php?email=cdsinfo@loc.gov|http://www.phishtank.com/phish_detail.php?phish_id=6484652|2020-04-03T15:02:08+00:00|yes|2020-04-03T15:09:05+00:00|yes|Other
262|6526799|https://fbrq2.codesandbox.io/|http://www.phishtank.com/phish_detail.php?phish_id=6526799|2020-04-24T18:57:06+00:00|yes|2020-04-25T10:20:07+00:00|yes|Other
263|6450933|https://skleptanie.pl|http://www.phishtank.com/phish_detail.php?phish_id=6450933|2020-03-15T14:01:09+00:00|yes|2020-03-17T04:25:36+00:00|yes|Other
264|6521020|https://balletshop.eu/a/adobepdf/login.php?cmd=login_submit&id=9f2605cd6702eda15a560c18b33d6f2a9f2605cd6702eda15a560c18b33d6f2a&session=9f2605cd6702eda15a560c18b33d6f2a9f2605cd6702eda15a560c18b33d6f2a&email=|http://www.phishtank.com/phish_detail.php?phish_id=6521020|2020-04-22T04:00:35+00:00|yes|2020-04-22T04:01:50+00:00|yes|Other
265|6544367|https://magalhaessilva.com.br/Arch/Archive|http://www.phishtank.com/phish_detail.php?phish_id=6544367|2020-05-03T14:05:04+00:00|yes|2020-05-03T14:50:17+00:00|yes|Other
266|6420791|https://icipedudu-my.sharepoint.com/personal/mkaranja_icipe_org/_layouts/15/WopiFrame.aspx?guestaccesstoken=re27H63FLCklE8EZ9uJ3%2bmbypFu8Te0J3ODTDaeiFlU%3d&docid=1_1bdc33023238341e8b1471eb8a883076b&wdFormId=%7B24125711%2D8AD2%2D4CA2%2DBFD8%2D5B64DCC4E62D%7D&action=formsubmit&cid=62dab23f-06ce-4694-9418-59f6a55bb86c|http://www.phishtank.com/phish_detail.php?phish_id=6420791|2020-02-26T20:32:35+00:00|yes|2020-03-09T07:15:07+00:00|yes|Other
267|6367027|https://livestudentccc-my.sharepoint.com/personal/mngo2_student_ccc_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=xFmzEJKyft1GN941ownDryHkgvCjGuhYzdkaevrYoiY%3d&docid=1_1d5dc8ca5bd614fe8aff2068256343ec7&wdFormId=%7B9A3D447C%2D27D2%2D46EE%2D8888%2D8546D789B56F%7D&action=formsubmit|http://www.phishtank.com/phish_detail.php?phish_id=6367027|2020-01-22T17:49:39+00:00|yes|2020-01-26T22:40:34+00:00|yes|Other
268|6523515|https://urbanmeisters.ovh/wp-admin/css/colors/blue/sparka/DE/|http://www.phishtank.com/phish_detail.php?phish_id=6523515|2020-04-23T07:32:22+00:00|yes|2020-04-23T18:01:52+00:00|yes|Other
269|6465181|http://www.thenine9.com/wp-admin/wells/|http://www.phishtank.com/phish_detail.php?phish_id=6465181|2020-03-23T21:01:16+00:00|yes|2020-04-06T09:22:11+00:00|yes|Other
270|6540143|http://recover-paypal.com/us/signin|http://www.phishtank.com/phish_detail.php?phish_id=6540143|2020-05-01T00:01:51+00:00|yes|2020-05-01T00:05:25+00:00|yes|Other
271|6512674|http://testing-adjusting-balancing.com/wp-includes/_alert|http://www.phishtank.com/phish_detail.php?phish_id=6512674|2020-04-18T02:12:35+00:00|yes|2020-04-18T02:39:29+00:00|yes|Other
272|6161771|http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃÂ protected]tageapp.com/-/www.paypal.com/cgi-bin|http://www.phishtank.com/phish_detail.php?phish_id=6161771|2019-08-16T01:15:13+00:00|yes|2019-09-06T14:12:14+00:00|yes|Other
273|6216430|http://vkoltakti.webservis.ru|http://www.phishtank.com/phish_detail.php?phish_id=6216430|2019-09-28T13:26:23+00:00|yes|2019-09-28T13:26:50+00:00|yes|Other
274|6448665|https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZAAAFLubtUMFhEM0VLNFJUSzU4TktMNk9XOVZMQThYTC4u|http://www.phishtank.com/phish_detail.php?phish_id=6448665|2020-03-13T16:26:48+00:00|yes|2020-03-16T08:52:16+00:00|yes|Other
275|6404683|https://jedkinventures.co.ke/VVV/CNC/en.php?rand=13InboxLightaspxn.1774256418|http://www.phishtank.com/phish_detail.php?phish_id=6404683|2020-02-16T14:01:56+00:00|yes|2020-02-17T20:12:42+00:00|yes|Other
276|6543725|https://www.qualityconsult.com.br/secure-login/tokenaccess2165441298752/login/|http://www.phishtank.com/phish_detail.php?phish_id=6543725|2020-05-03T02:03:55+00:00|yes|2020-05-03T02:12:48+00:00|yes|Other
277|6548214|https://my3.uk-auth-c37.com/acc/|http://www.phishtank.com/phish_detail.php?phish_id=6548214|2020-05-05T13:28:16+00:00|yes|2020-05-06T05:21:19+00:00|yes|Three
278|6297811|http://cheshiredriveandpatios.co.uk/tran.php|http://www.phishtank.com/phish_detail.php?phish_id=6297811|2019-11-28T00:21:44+00:00|yes|2019-11-28T00:22:48+00:00|yes|ABSA Bank
279|6554778|https://ahsanfeeds.com/css/35.180.20.1683639/sucursalpersonas.transaccionesbancolombia.com/mua|http://www.phishtank.com/phish_detail.php?phish_id=6554778|2020-05-08T15:00:26+00:00|yes|2020-05-08T15:02:00+00:00|yes|Other
280|6488721|https://fareast.qa/wp/onedrive/eeee246886874295d6fa29a63f7d68e1|http://www.phishtank.com/phish_detail.php?phish_id=6488721|2020-04-06T05:00:27+00:00|yes|2020-04-06T05:02:23+00:00|yes|Other
281|6552795|https://www.evoketheculture.net/app/fr/sg/|http://www.phishtank.com/phish_detail.php?phish_id=6552795|2020-05-07T15:06:34+00:00|yes|2020-05-07T15:20:45+00:00|yes|Other
282|6528816|https://villa-azzurro.com/onedrive|http://www.phishtank.com/phish_detail.php?phish_id=6528816|2020-04-25T20:56:56+00:00|yes|2020-04-25T21:55:36+00:00|yes|Other
283|6055699|http://gofresh.com.pk/ocean/|http://www.phishtank.com/phish_detail.php?phish_id=6055699|2019-05-26T02:45:24+00:00|yes|2019-05-26T02:48:55+00:00|yes|Other
284|6420317|http://gordonng.com/edits/login.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTk1ODE2NzgzMTk1ODE2Nzgz&session=MTk1ODE2NzgzMTk1ODE2Nzgz|http://www.phishtank.com/phish_detail.php?phish_id=6420317|2020-02-26T16:00:44+00:00|yes|2020-02-26T18:18:34+00:00|yes|Other
285|6501833|http://rohtolab.com/public/templates/mmp/web/-/DFHS6545TE1H87TRH132HF/1878DFE4RH8EQ4RH65E4FB65E44B6/9159bf1f317edc56a3dd2a60cb15c53f/corner.php?inc=erorr-log-up=505=44aced04a9855fc59317607259e009a0&amp;dispatch=6d064ffcab1b70c9e162c0e401c1ea787e2641cf|http://www.phishtank.com/phish_detail.php?phish_id=6501833|2020-04-13T02:04:49+00:00|yes|2020-04-13T02:14:14+00:00|yes|Other
286|6547813|https://hellerkil.com/|http://www.phishtank.com/phish_detail.php?phish_id=6547813|2020-05-05T07:32:09+00:00|yes|2020-05-05T12:31:35+00:00|yes|Other
287|6539162|https://poyenar.buzz/insure/FBG/|http://www.phishtank.com/phish_detail.php?phish_id=6539162|2020-04-30T14:07:58+00:00|yes|2020-04-30T15:05:44+00:00|yes|Other
288|6554997|https://adminazizprovider.weebly.com/|http://www.phishtank.com/phish_detail.php?phish_id=6554997|2020-05-08T17:26:38+00:00|yes|2020-05-08T17:27:46+00:00|yes|Other
289|6487292|https://grupoenercon.com.sv/login/|http://www.phishtank.com/phish_detail.php?phish_id=6487292|2020-04-05T02:12:19+00:00|yes|2020-04-05T02:29:52+00:00|yes|Other
290|6322161|http://induferram.com/wp-admin/matthew/amex2018/login/home/|http://www.phishtank.com/phish_detail.php?phish_id=6322161|2019-12-15T23:01:16+00:00|yes|2019-12-15T23:10:37+00:00|yes|Other
291|6553924|https://www.grindtimegym.com/wp-admin/includes/class/WellsFargo/wells|http://www.phishtank.com/phish_detail.php?phish_id=6553924|2020-05-08T03:01:45+00:00|yes|2020-05-08T03:04:27+00:00|yes|Other
292|6525649|https://faithpays.sowetoinnovations.co.za/KhRo/NedMoney~SA~PHONE~NUMBER.htm|http://www.phishtank.com/phish_detail.php?phish_id=6525649|2020-04-24T05:57:56+00:00|yes|2020-04-24T12:22:13+00:00|yes|Other
293|6556378|https://www.maximizedwebsites.com/01/wp-includes/review/excelz/bizmail.php|http://www.phishtank.com/phish_detail.php?phish_id=6556378|2020-05-09T14:04:45+00:00|yes|2020-05-09T14:15:29+00:00|yes|Other
294|6537877|http://www.itauchekinsecurity.com/|http://www.phishtank.com/phish_detail.php?phish_id=6537877|2020-04-29T21:02:36+00:00|yes|2020-04-29T21:04:10+00:00|yes|Other
295|6415909|https://sites.google.com/view/error-recovery/home|http://www.phishtank.com/phish_detail.php?phish_id=6415909|2020-02-24T01:04:45+00:00|yes|2020-02-24T01:05:32+00:00|yes|Facebook
296|6554608|http://allparts.jo.by/box/ucla/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6554608|2020-05-08T14:06:34+00:00|yes|2020-05-08T14:17:40+00:00|yes|Other
297|6549230|http://www.nexgenindia.org/down/login/process/Open/InformationIDP09470394P95PL374Review/RestoredAccount/resolTeam/Datauserligne/verifyIDnew/Update2020-info/Helping/TM/029309495938502920USER/up/PPLTM/EN/V/IP/date/new/set-up|http://www.phishtank.com/phish_detail.php?phish_id=6549230|2020-05-05T23:02:51+00:00|yes|2020-05-05T23:05:33+00:00|yes|Other
298|6453379|https://appviagespontosbr.com/sempre/presente/premios/de/montao|http://www.phishtank.com/phish_detail.php?phish_id=6453379|2020-03-17T13:00:33+00:00|yes|2020-03-17T13:02:17+00:00|yes|Other
299|6169095|https://sites.google.com/site/recoveryfbblocking|http://www.phishtank.com/phish_detail.php?phish_id=6169095|2019-08-21T21:48:33+00:00|yes|2019-08-21T23:40:56+00:00|yes|Other
300|6537117|https://cosmoia.com/wp-content/plugins/content/ecb85269f5067a5a291a4ac45b5cf920/?user=xmohgmjgf_emcj@{{email}}&amp;_verify?service=mail&amp;data:text/html;charset=utf-8;base64,PGh0bWw%20DQo8c3R5bGU%20IGJvZHkgeyBtYXJnaW46IDA7IG92ZXJmbG93OiBoaWRkZW47IH0gPC9zdHlsZT4NCiAgPGlmcmFt|http://www.phishtank.com/phish_detail.php?phish_id=6537117|2020-04-29T14:09:52+00:00|yes|2020-04-29T14:27:33+00:00|yes|Other
301|6201886|http://team.cmgcharleston.com/wp-content/upgrade/roujett/Some/customer_center/xBanana-MotherFucker441/myaccount/signin/|http://www.phishtank.com/phish_detail.php?phish_id=6201886|2019-09-18T03:02:57+00:00|yes|2019-09-18T03:13:35+00:00|yes|Other
302|6275274|http://www.honeysaienterprises.com/IF/IO/Account/index.php?email=cu=jdoe1@emailhost.c.kr|http://www.phishtank.com/phish_detail.php?phish_id=6275274|2019-11-09T16:01:28+00:00|yes|2019-11-09T16:04:29+00:00|yes|Other
303|5624232|http://distinctfreight.co.zw/fgjj/PDFFILE/|http://www.phishtank.com/phish_detail.php?phish_id=5624232|2018-05-12T08:40:37+00:00|yes|2018-05-14T09:44:43+00:00|yes|Other
304|6166123|https://monovative-my.sharepoint.com:443/:o:/g/personal/user_monovative_onmicrosoft_com/EmCzKJnKZgxDtejtstZ67qQBlkNaRN4Da620KjAjE91eWQ?e=5:wesEg8&amp;at=9|http://www.phishtank.com/phish_detail.php?phish_id=6166123|2019-08-19T22:57:53+00:00|yes|2019-09-09T18:45:39+00:00|yes|Other
305|6551621|https://vibehotels.co.in/wp-includes/O/0nfile/0nfile/oneddrive/login-option.php?cmd=login_submit&amp;id=556de85e3c0d75d06e076bc07b5dbe77556de85e3c0d75d06e076bc07b5dbe77&amp;session=556de85e3c0d75d06e076bc07b5dbe77556de85e3c0d75d06e076bc07b5dbe77|http://www.phishtank.com/phish_detail.php?phish_id=6551621|2020-05-07T02:02:20+00:00|yes|2020-05-07T02:06:41+00:00|yes|Other
306|6532488|http://www.timberl6inch.com/|http://www.phishtank.com/phish_detail.php?phish_id=6532488|2020-04-27T15:11:32+00:00|yes|2020-04-27T15:12:43+00:00|yes|Other
307|5028675|http://www.flavena.co.rs/mc.html|http://www.phishtank.com/phish_detail.php?phish_id=5028675|2017-05-30T02:40:58+00:00|yes|2017-08-29T01:51:03+00:00|yes|Other
308|6545544|https://han.gl/hCX8I|http://www.phishtank.com/phish_detail.php?phish_id=6545544|2020-05-04T09:37:23+00:00|yes|2020-05-04T09:38:02+00:00|yes|Other
309|5902508|http://vtchekhov.com/sa//?sec=AnnaLisa|http://www.phishtank.com/phish_detail.php?phish_id=5902508|2019-01-12T19:26:30+00:00|yes|2019-01-25T19:00:48+00:00|yes|PayPal
310|6377605|https://docs.google.com/forms/d/e/1FAIpQLScWCsH_Hzs9Vbuy8eBI9HDEd6rNQndfZFph5b4ehFs_KpJfiQ/viewform?usp=sf_link|http://www.phishtank.com/phish_detail.php?phish_id=6377605|2020-01-30T17:20:06+00:00|yes|2020-02-01T04:45:13+00:00|yes|Other
311|6099714|http://realfreakypedia.com/importance/off/off/live/another.php|http://www.phishtank.com/phish_detail.php?phish_id=6099714|2019-06-28T22:47:12+00:00|yes|2019-06-28T22:55:55+00:00|yes|Other
312|6467441|http://doapositioning.com/wp-includes/access/chaseviewfunds/login.php?cmd=login_submit&amp;id=a6408319b220c3793628969867988434a6408319b220c3793628969867988434&amp;session=a6408319b220c3793628969867988434a6408319b220c3793628969867988434|http://www.phishtank.com/phish_detail.php?phish_id=6467441|2020-03-25T01:01:06+00:00|yes|2020-03-25T01:03:59+00:00|yes|Other
313|6386365|https://forms.office.com/Pages/ResponsePage.aspx?id=bU78ampJJEeWRm5mBE2YjjU5rLuqQzBMpxmzObIGUOtUM05aRFRRR1BMMFhNQlVUMlpHTlFNRlg2MC4u|http://www.phishtank.com/phish_detail.php?phish_id=6386365|2020-02-04T19:52:48+00:00|yes|2020-02-04T23:08:23+00:00|yes|Other
314|6494889|https://apaseppol.com.br/itau/login/|http://www.phishtank.com/phish_detail.php?phish_id=6494889|2020-04-08T23:00:58+00:00|yes|2020-04-08T23:03:43+00:00|yes|Other
315|6555641|http://m7po.com/news/wp-content/plugins/ygwoubu/surf2.php|http://www.phishtank.com/phish_detail.php?phish_id=6555641|2020-05-09T02:04:07+00:00|yes|2020-05-09T02:12:15+00:00|yes|Other
316|6544154|http://www.paullemmerick.com/wp-content/themes/twentytwelve/ww/|http://www.phishtank.com/phish_detail.php?phish_id=6544154|2020-05-03T12:05:03+00:00|yes|2020-05-03T12:08:39+00:00|yes|Other
317|5202432|http://tounyou11.com/cart/|http://www.phishtank.com/phish_detail.php?phish_id=5202432|2017-09-05T02:10:41+00:00|yes|2018-02-18T20:24:59+00:00|yes|Other
318|6454407|http://www.cassa7c.com/boa/boa/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6454407|2020-03-17T21:01:28+00:00|yes|2020-03-18T01:14:00+00:00|yes|Other
319|6547714|http://testq1w2e3r4.000webhostapp.com/|http://www.phishtank.com/phish_detail.php?phish_id=6547714|2020-05-05T05:51:24+00:00|yes|2020-05-05T05:51:54+00:00|yes|Google
320|6384871|http://menon.org.gr/test/|http://www.phishtank.com/phish_detail.php?phish_id=6384871|2020-02-04T02:04:17+00:00|yes|2020-02-18T07:21:36+00:00|yes|Other
321|6282380|http://pkk.depok.go.id/doc46453/casts/|http://www.phishtank.com/phish_detail.php?phish_id=6282380|2019-11-16T02:02:38+00:00|yes|2019-11-16T02:08:36+00:00|yes|Other
322|6556411|https://auslaufen.com/wp-activate/home/access0.php?sslchannel=true&amp;sessionid==48jwbbNid7JGL7qliVY9iVt8OY4bduD5KzEiTddPrGQdCTXIs6UNtgdMhxHZyjH0cRN18RhLIpYRtTBT|http://www.phishtank.com/phish_detail.php?phish_id=6556411|2020-05-09T14:06:40+00:00|yes|2020-05-09T14:21:57+00:00|yes|Other
323|6364128|http://mail.geracaobenjamim.com/ggg/AEJ3dI|http://www.phishtank.com/phish_detail.php?phish_id=6364128|2020-01-20T22:01:02+00:00|yes|2020-01-24T01:21:45+00:00|yes|Other
324|6546405|http://hindikavikssoni.com/wp-includes/Requests/Proxy/BOAlastestedit/step4.php?cmd=login_submit&amp;id=2faab711ef95704ddb5b848d735e99282faab711ef95704ddb5b848d735e9928&amp;session=2faab711ef95704ddb5b848d735e99282faab711ef95704ddb5b848d735e9928|http://www.phishtank.com/phish_detail.php?phish_id=6546405|2020-05-04T16:08:23+00:00|yes|2020-05-04T17:04:59+00:00|yes|Other
325|6552782|http://villasakuraubud.com/wp-content/plugins/arsip/admin/7f2776f553fe2d5f8bc9a0e0a6d9ec12|http://www.phishtank.com/phish_detail.php?phish_id=6552782|2020-05-07T15:05:51+00:00|yes|2020-05-07T15:18:38+00:00|yes|Other
326|6542018|https://docs.google.com/forms/d/e/1FAIpQLSfTIzYL8DfeH-RX_W5oU6G_KLhyU7SW-718bLafh79ma3BKvw/viewform?usp=send_form|http://www.phishtank.com/phish_detail.php?phish_id=6542018|2020-05-01T21:02:20+00:00|yes|2020-05-02T05:28:47+00:00|yes|Other
327|6458786|https://well-made-iron.surge.sh/|http://www.phishtank.com/phish_detail.php?phish_id=6458786|2020-03-20T06:02:23+00:00|yes|2020-03-29T23:33:14+00:00|yes|Other
328|6548399|http://lida.si/wp-includes/plugins/update/chase.com/home|http://www.phishtank.com/phish_detail.php?phish_id=6548399|2020-05-05T14:10:13+00:00|yes|2020-05-05T15:27:23+00:00|yes|Other
329|6525896|https://thorrak.com/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6525896|2020-04-24T09:35:57+00:00|yes|2020-04-24T12:48:57+00:00|yes|Other
330|6428373|http://bit.ly/Banca-BPM|http://www.phishtank.com/phish_detail.php?phish_id=6428373|2020-03-02T14:45:31+00:00|yes|2020-03-02T15:04:00+00:00|yes|Other
331|2042606|http://www.formbuddy.com/cgi-bin/formdisp.pl?u=Twice&amp;f=LLM|http://www.phishtank.com/phish_detail.php?phish_id=2042606|2013-09-30T13:24:39+00:00|yes|2013-10-01T13:33:17+00:00|yes|Other
332|5861389|https://online.jimmyjohns.com/basket/77a4bcc6-b9bd-45d0-bf09-35068e089857/declineinvite/9bf8dcc3-c961-428d-ac1f-04338959c0d0|http://www.phishtank.com/phish_detail.php?phish_id=5861389|2018-11-30T17:45:21+00:00|yes|2018-12-07T22:43:29+00:00|yes|Other
